id,bucket,file_origine,data_documento,fornitore,descrizione,categoria_db,categoria_runtime,prezzo_unitario,totale_riga,quantita,tipo_documento,needs_review
116976,storno,IT07102210965_03U9P.xml,2026-03-21,H.D. ITALIA S.R.L,TOBIKO ROSSO 12X500G,PESCE,PESCE,-16.9,-33.8,2.0,TD04,False
117093,storno,IT07102210965_03UP9.xml,2026-03-16,H.D. ITALIA S.R.L,SACCHETTO DI CARTA 26X17X25 1X250PZ,MATERIALE DI CONSUMO,MATERIALE DI CONSUMO,-37.05,-74.1,2.0,TD04,False
117096,storno,IT07155170157_2LAtY.xml,2026-03-08,LIDL ITALIA SRL A SOCIO UNICO,COUPON LIDL PLUS 5,📝 NOTE E DICITURE,📝 NOTE E DICITURE,-4.81,-4.81,1.0,TD01,False
117107,storno,IT08973230967_Eo8VK.xml,2026-03-02,"AMAZON EU S.A R.L., SUCCURSALE ITALIANA","SUNDIS SET DI 3 CONTENITORI MASTER BOX, 17L, COMPONIBILI E IMPILABILI, GRIGIO ANTRACITE",MATERIALE DI CONSUMO,MATERIALE DI CONSUMO,-24.51,-24.51,1.0,TD04,False
117109,dicitura,IT08973230967_EtZcy.xml,2026-03-09,"AMAZON EU S.A R.L., SUCCURSALE ITALIANA",COSTI DI SPEDIZIONE,📝 NOTE E DICITURE,📝 NOTE E DICITURE,0.0,0.0,1.0,TD01,True
117111,dicitura,IT08973230967_EtZZ8.xml,2026-03-09,"AMAZON EU S.A R.L., SUCCURSALE ITALIANA",COSTI DI SPEDIZIONE,📝 NOTE E DICITURE,📝 NOTE E DICITURE,0.0,0.0,1.0,TD01,True
117113,dicitura,IT08973230967_Eyx9j.xml,2026-03-17,"AMAZON EU S.A R.L., SUCCURSALE ITALIANA",COSTI DI SPEDIZIONE,📝 NOTE E DICITURE,📝 NOTE E DICITURE,0.0,0.0,1.0,TD01,True
112265,sconto_omaggio,IT00648320224_07Z9H.xml,2026-03-31,ENTERPRISE S.R.L,"AMARO MONTENEGRO L1,5",AMARI/LIQUORI,AMARI/LIQUORI,0.0,0.0,1.0,TD24,True
112315,storno,IT01660360601_32Y2K.xml,2026-03-31,GRANAROLO S.P.A,OMAGGIO,SERVIZI E CONSULENZE,SERVIZI E CONSULENZE,-3.2,-3.2,1.0,TD24,False
112491,storno,IT12454611000_FQUUI.xml,2026-04-01,VERISURE ITALY SRL,OFFERTA SCONTO CANONE 12 EURO X 6 MESI 1 UN. (VALIDA FINO AL 03/05/2026),SERVIZI E CONSULENZE,SERVIZI E CONSULENZE,-12.0,-12.0,1.0,TD01,False
112496,storno,IT12454611000_FQUUI.xml,2026-04-01,VERISURE ITALY SRL,PROMOZIONE LIMITATA MY VERISURE 1 UN,SERVIZI E CONSULENZE,SERVIZI E CONSULENZE,-1.0,-1.0,1.0,TD01,False
112499,storno,IT12454611000_FQUUI.xml,2026-04-01,VERISURE ITALY SRL,OFFERTA PRIMA CAM REGISTRAZIONE H24 - 3 GG 1 UN. (VALIDA FINO AL 03/05/2026),MANUTENZIONE E ATTREZZATURE,MANUTENZIONE E ATTREZZATURE,-3.99,-3.99,1.0,TD01,False
